#bin,name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,score,name2,cdsStartStat,cdsEndStat,exonFrames
"84","ENST00000404113.6","chr2","+","11777206","11826530","11777206","11777206","16","11777206,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11777521,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826530,","0","LPIN1","none","none","-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
"674","ENST00000460096.1","chr2","+","11782363","11784313","11782363","11782363","2","11782363,11783828,","11782507,11784313,","0","LPIN1","none","none","-1,-1,"
"674","ENST00000475286.1","chr2","+","11783868","11784849","11783868","11783868","2","11783868,11784711,","11783922,11784849,","0","LPIN1","none","none","-1,-1,"
"10","ENST00000664018.1","chr2","+","12314316","12702913","12314316","12314316","6","12314316,12340217,12558205,12561099,12674228,12702096,","12314405,12340301,12558444,12561265,12674347,12702913,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,-1,"
"10","ENST00000840475.1","chr2","-","12535722","12665506","12535722","12535722","3","12535722,12587842,12665430,","12535977,12588007,12665506,","0","ENSG00000309353","none","none","-1,-1,-1,"
"10","ENST00000840476.1","chr2","-","12535725","12665506","12535725","12535725","4","12535725,12555338,12587842,12665430,","12535977,12555413,12588007,12665506,","0","ENSG00000309353","none","none","-1,-1,-1,-1,"
"10","ENST00000840289.1","chr2","+","12558205","12702903","12558205","12558205","3","12558205,12674228,12702096,","12558444,12674347,12702903,","0","MIR3681HG","none","none","-1,-1,-1,"
"10","ENST00000840290.1","chr2","+","12561031","12702919","12561031","12561031","3","12561031,12674228,12702096,","12561265,12674347,12702919,","0","MIR3681HG","none","none","-1,-1,-1,"
"10","ENST00000840291.1","chr2","+","12561099","12702914","12561099","12561099","4","12561099,12562143,12674228,12702096,","12561265,12562394,12674347,12702914,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"10","ENST00000840292.1","chr2","+","12561099","12702914","12561099","12561099","4","12561099,12576816,12674228,12702096,","12561265,12576879,12674347,12702914,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"681","ENST00000840479.1","chr2","-","12659034","12665503","12659034","12659034","2","12659034,12665430,","12659337,12665503,","0","ENSG00000309353","none","none","-1,-1,"
"681","ENST00000840302.1","chr2","+","12665746","12702914","12665746","12665746","3","12665746,12674228,12702096,","12665883,12674347,12702914,","0","MIR3681HG","none","none","-1,-1,-1,"
"681","ENST00000840303.1","chr2","+","12665748","12674966","12665748","12665748","3","12665748,12674228,12674710,","12665883,12674347,12674966,","0","MIR3681HG","none","none","-1,-1,-1,"
"85","ENST00000840615.1","chr2","-","12680179","12716645","12680179","12680179","3","12680179,12682688,12716363,","12680841,12682855,12716645,","0","ENSG00000286427","none","none","-1,-1,-1,"
"681","ENST00000840304.1","chr2","+","12694468","12702911","12694468","12694468","2","12694468,12702096,","12694566,12702911,","0","MIR3681HG","none","none","-1,-1,"
"85","ENST00000657078.2","chr2","-","12702763","12716752","12702763","12702763","2","12702763,12716363,","12704365,12716752,","0","ENSG00000286427","none","none","-1,-1,"
"682","ENST00000569860.1","chr2","+","12715414","12716227","12715414","12715414","1","12715414,","12716227,","0","ENSG00000261117","none","none","-1,"
"682","ENST00000840616.1","chr2","-","12716009","12716744","12716009","12716009","1","12716009,","12716744,","0","ENSG00000286427","none","none","-1,"
"682","ENST00000483034.1","chr2","+","12716909","12717750","12716909","12716909","2","12716909,12717251,","12717010,12717750,","0","TRIB2","none","none","-1,-1,"
"682","ENST00000381465.2","chr2","+","12716934","12742734","12723397","12740794","3","12716934,12723259,12740325,","12717010,12723552,12742734,","0","TRIB2","cmpl","cmpl","-1,0,2,"
"682","ENST00000155926.9","chr2","+","12716935","12742734","12718307","12740794","3","12716935,12723259,12740325,","12718577,12723552,12742734,","0","TRIB2","cmpl","cmpl","0,0,2,"
"682","ENST00000405331.3","chr2","+","12718237","12724825","12718307","12724824","3","12718237,12723259,12724628,","12718577,12723552,12724825,","0","TRIB2","cmpl","cmpl","0,0,2,"
"682","ENST00000848772.1","chr2","-","12736887","12806718","12736887","12736887","3","12736887,12784630,12806592,","12737522,12784737,12806718,","0","ENSG00000225649","none","none","-1,-1,-1,"
"85","ENST00000848765.1","chr2","-","12736887","12915992","12736887","12736887","2","12736887,12915826,","12737522,12915992,","0","ENSG00000225649","none","none","-1,-1,"
"85","ENST00000848764.1","chr2","-","12736889","12926823","12736889","12736889","4","12736889,12737401,12915826,12926600,","12737318,12737522,12915927,12926823,","0","ENSG00000225649","none","none","-1,-1,-1,-1,"
"682","ENST00000579927.1","chr2","+","12737366","12737444","12737366","12737366","1","12737366,","12737444,","0","MIR3125","none","none","-1,"
"87","ENST00000654007.1","chr2","-","14705667","14992066","14705667","14705667","4","14705667,14712978,14986663,14991291,","14706622,14713295,14986744,14992066,","0","ENSG00000287291","none","none","-1,-1,-1,-1,"
"703","ENST00000790530.1","chr2","-","15586250","15591703","15586250","15586250","2","15586250,15591463,","15586837,15591703,","0","ENSG00000302930","none","none","-1,-1,"
"87","ENST00000381341.7","chr2","+","15591177","15631101","15591933","15630906","27","15591177,15591653,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591286,15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","-1,0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000434671.2","chr2","+","15591531","15631101","15591933","15630906","26","15591531,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000677302.1","chr2","+","15591531","15634346","15591933","15630906","28","15591531,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,15632805,15633905,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631112,15632960,15634346,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,-1,-1,"
"87","ENST00000678755.1","chr2","+","15591732","15631097","15591732","15591732","24","15591732,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628839,15629697,15630110,15631097,","0","DDX1","none","none","-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
"87","ENST00000478695.2","chr2","+","15591732","15631101","15591732","15591732","24","15591732,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15628710,15628839,15629697,15630110,15631101,","0","DDX1","none","none","-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
"87","ENST00000676759.1","chr2","+","15591732","15631101","15591732","15591732","23","15591732,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15629697,15630110,15631101,","0","DDX1","none","none","-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
"87","ENST00000678536.1","chr2","+","15591732","15631101","15591732","15591732","25","15591732,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628710,15628839,15629697,15630110,15631101,","0","DDX1","none","none","-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
"87","ENST00000678786.1","chr2","+","15591732","15631101","15591933","15630906","23","15591732,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,1,"
"87","ENST00000679227.1","chr2","+","15591732","15631101","15591732","15591732","25","15591732,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628839,15629697,15630110,15631101,","0","DDX1","none","none","-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
"87","ENST00000911867.1","chr2","+","15591811","15631111","15591933","15630906","26","15591811,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630107,15631111,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000676916.1","chr2","+","15591845","15631101","15595146","15630906","26","15591845,15595146,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","-1,0,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000676937.1","chr2","+","15591845","15631101","15595550","15630906","26","15591845,15595144,15595457,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","-1,-1,0,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000955718.1","chr2","+","15591846","15631108","15591933","15630906","26","15591846,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605955,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631108,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000617198.5","chr2","+","15591851","15631101","15599685","15630906","24","15591851,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","-1,-1,-1,0,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000904578.1","chr2","+","15591859","15631111","15591933","15630906","26","15591859,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15630034,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631111,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000459706.2","chr2","+","15591867","15622957","15591867","15591867","18","15591867,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15622957,","0","DDX1","none","none","-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
"87","ENST00000233084.8","chr2","+","15591867","15631101","15591933","15630906","26","15591867,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000677437.1","chr2","+","15591867","15631101","15591933","15617247","25","15591867,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
"87","ENST00000678137.1","chr2","+","15591867","15631101","15591933","15630906","26","15591867,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623468,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000678594.1","chr2","+","15591867","15631101","15595550","15630906","26","15591867,15595144,15595508,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","-1,-1,0,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000470674.2","chr2","+","15591868","15631101","15591868","15591868","21","15591868,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15623435,15627053,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15621116,15623582,15629697,15630110,15631101,","0","DDX1","none","none","-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
"87","ENST00000676635.1","chr2","+","15591868","15631101","15591933","15623465","22","15591868,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15623435,15627053,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15623582,15627145,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,-1,-1,-1,-1,"
"87","ENST00000677355.1","chr2","+","15591868","15631101","15591933","15617281","23","15591868,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617221,15618180,15620207,15621064,15623435,15627053,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15628839,15629697,15630107,15631101,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,"
"87","ENST00000904580.1","chr2","+","15591878","15631097","15591933","15630906","25","15591878,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15627145,15628517,15628710,15628839,15629697,15630110,15631097,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,0,1,2,0,0,1,"
"87","ENST00000677552.1","chr2","+","15591878","15631101","15591933","15603795","26","15591878,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603787,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
"87","ENST00000904579.1","chr2","+","15591878","15631109","15591933","15630906","25","15591878,15595144,15595489,15596733,15597374,15599668,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631109,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000955719.1","chr2","+","15591879","15631109","15591933","15630906","26","15591879,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617247,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613288,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631109,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,1,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000904581.1","chr2","+","15591880","15631099","15591933","15630906","21","15591880,15595144,15595489,15603849,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595539,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631099,","0","DDX1","cmpl","cmpl","0,1,2,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000955720.1","chr2","+","15591882","15631100","15591933","15630906","25","15591882,15595144,15595489,15596733,15597374,15599668,15602547,15603191,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631100,","0","DDX1","cmpl","cmpl","0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000621973.2","chr2","+","15591887","15631101","15599685","15630906","24","15591887,15596733,15597374,15599668,15602547,15603191,15603849,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","-1,-1,-1,0,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,"
"87","ENST00000678391.1","chr2","+","15591905","15631101","15595146","15603795","26","15591905,15595146,15595489,15596733,15597374,15599668,15602547,15603191,15603787,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15591949,15595196,15595553,15596763,15597471,15599716,15602631,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631101,","0","DDX1","cmpl","cmpl","-1,0,2,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
"704","ENST00000677649.1","chr2","+","15598495","15631101","15598495","15598495","20","15598495,15602547,15603813,15604436,15605949,15606149,15607174,15613223,15617243,15618180,15620207,15621064,15623435,15627053,15628444,15628637,15628796,15629601,15629989,15630775,","15599716,15603275,15603890,15604509,15606026,15606264,15607313,15613284,15617342,15618270,15620396,15621116,15623582,15627145,15628517,15628710,15628839,15629697,15630110,15631101,","0","DDX1","none","none","-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
"704","ENST00000790297.1","chr2","+","15642287","15643883","15642287","15642287","2","15642287,15643140,","15642708,15643883,","0","ENSG00000302890","none","none","-1,-1,"
"704","ENST00000790298.1","chr2","+","15642317","15643551","15642317","15642317","2","15642317,15643140,","15642644,15643551,","0","ENSG00000302890","none","none","-1,-1,"
"704","ENST00000431117.1","chr2","-","15668683","15680484","15668683","15668683","3","15668683,15669086,15680270,","15668944,15669179,15680484,","0","ENSG00000224194","none","none","-1,-1,-1,"
"10","ENST00000770647.1","chr2","+","15690779","15785756","15690779","15690779","4","15690779,15701228,15783146,15785154,","15691038,15701375,15783191,15785756,","0","LINC01804","none","none","-1,-1,-1,-1,"
"704","ENST00000770653.1","chr2","+","15690781","15701625","15690781","15690781","3","15690781,15700389,15701228,","15691098,15700535,15701625,","0","LINC01804","none","none","-1,-1,-1,"
"704","ENST00000770652.1","chr2","+","15690781","15715621","15690781","15690781","4","15690781,15700389,15701228,15715412,","15691098,15700535,15701375,15715621,","0","LINC01804","none","none","-1,-1,-1,-1,"
"704","ENST00000476839.3","chr2","+","15690781","15715631","15690781","15690781","5","15690781,15700389,15701228,15708345,15715412,","15691038,15700535,15701375,15708446,15715631,","0","LINC01804","none","none","-1,-1,-1,-1,-1,"
"704","ENST00000492352.5","chr2","+","15690781","15718961","15690781","15690781","6","15690781,15690943,15700389,15701228,15715412,15717741,","15690867,15691098,15700535,15701375,15715529,15718961,","0","LINC01804","none","none","-1,-1,-1,-1,-1,-1,"
"10","ENST00000770648.1","chr2","+","15690781","15785756","15690781","15690781","7","15690781,15690943,15701228,15708345,15781603,15783146,15785154,","15690867,15691038,15701375,15708446,15781872,15783191,15785756,","0","LINC01804","none","none","-1,-1,-1,-1,-1,-1,-1,"
"10","ENST00000770649.1","chr2","+","15690786","15785756","15690786","15690786","5","15690786,15700389,15701228,15783146,15785154,","15691098,15700535,15701375,15783191,15785756,","0","LINC01804","none","none","-1,-1,-1,-1,-1,"
"10","ENST00000770646.1","chr2","+","15690803","15786617","15690803","15690803","5","15690803,15700389,15701228,15783146,15785154,","15691038,15700535,15701375,15783191,15786617,","0","LINC01804","none","none","-1,-1,-1,-1,-1,"
"10","ENST00000436967.5","chr2","+","15690822","15744339","15690822","15690822","5","15690822,15700389,15701228,15743488,15744225,","15691098,15700535,15701375,15743523,15744339,","0","LINC01804","none","none","-1,-1,-1,-1,-1,"
"10","ENST00000770650.1","chr2","+","15690837","15785754","15690837","15690837","6","15690837,15700389,15701228,15743488,15783146,15785154,","15691098,15700535,15701375,15743523,15783191,15785754,","0","LINC01804","none","none","-1,-1,-1,-1,-1,-1,"
"10","ENST00000770651.1","chr2","+","15690839","15785754","15690839","15690839","4","15690839,15701228,15783146,15785154,","15691098,15701375,15783191,15785754,","0","LINC01804","none","none","-1,-1,-1,-1,"
